DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL,Symbol,Abundace,Symbol Key CM,Symbol Key S,Abundance Key S,Abunance Key P
San Lorenzo deposit,Indium,Polymetallic Sn veins,-19.65794208,-65.72699979,Bolivia,,In,0.000025,,,,
Toyoha Mine,Indium,Pb-Zn-Ag-In Vein,42.981479,141.041994,Japan,,In,0.000025,,,,
Lincang Mine,Germanium,Coal and Lignite,23.77275219,99.96906278,China,Yunnan Province,Ge,0.00015,,,,
Murchison greenstone belt,Indium,Volcanogenic Massive Sulfide,-23.93088447,30.29421951,South Africa,Limpopo Province,In,0.000025,,,,
Gordonsvile Mine,Germanium,Mississippi Valley-type,36.19693639,-85.93440203,United States of America,Tennessee,Ge,0.00015,,,,
Cumberland Mine,Germanium,Mississippi Valley-type,36.25805556,-85.93305556,United States of America,Tennessee,Ge,0.00015,,,,
Carthage mineral district,Germanium,Mississippi Valley-type,36.25805556,-85.93305556,United States of America,Tennessee,Ge,0.00015,,,,
Elmwood Mine,Germanium,Mississippi Valley-type,36.22426,-85.90663,United States of America,Tennessee,Ge,0.00015,,,,
Crypto Project,Indium,"Zn-Cu Skarn
",39.85815293,-113.4645844,United States of America,Utah,In,0.000025,,,,
Ampangadiatany,Graphite,Crystalline Graphite,-19.408,48.891,Madagascar,,C,0.02,,,,
Andhra Pradesh,Titanium,Sedimentary related,17.04,82.302,India,,Ti,0.565,,,,
Butte (Lexington Mine),Beryllium,Pegmatite,46.02,-112.544,United States of America,Montana,Be,0.00028,,,,
Carguaicollo,Indium,Polymetallic Sn veins,-19.51323806,-66.60589403,Bolivia,,In,0.000025,,,,
Chorolque,Indium,Polymetallic Sn veins,-20.92544817,-66.00508012,Bolivia,,In,0.000025,,,,
Colquechaca,Indium,Polymetallic Sn veins,-18.67685752,-66.07646395,Bolivia,,In,0.000025,,,,
Colquiri,Indium,Polymetallic Sn veins,-17.35030801,-67.0222997,Bolivia,,In,0.000025,,,,
Comanche,Indium,Polymetallic Sn veins,-17.20754035,-69.14002,Bolivia,,In,0.000025,,,,
Pirquitas,Indium,Polymetallic Sn veins,-22.89445215,-66.61184268,Argentina,,In,0.000025,,,,
Pulacayo,Indium,Polymetallic Sn veins,-20.38412079,-66.64158594,Bolivia,,In,0.000025,,,,
Reserva,Indium,Polymetallic Sn veins,-19.68217979,-65.54703388,Bolivia,,In,0.000025,,,,
San Vincente,Indium,Polymetallic Sn veins,-21.29426462,-66.26087218,Bolivia,,In,0.000025,,,,
Siete Suyos-Animas,Indium,Polymetallic Sn veins,-20.91949952,-66.29061544,Bolivia,,In,0.000025,,,,
Tatasi,Indium,Polymetallic Sn veins,-21.19908618,-66.11215587,Bolivia,,In,0.000025,,,,
Hetaoping,Germanium,Skarn,25.42043124,99.13312695,China,,Ge,0.00015,,,,
Jinding,Germanium; Gallium,Sandstone-hosted; Ga in Clastic-dominated Pb-Zn,26.58160821,99.45673364,China,,"Ga, Ge",null,,,,
Luziyuan,Germanium,Skarn,23.80239776,98.86662731,China,,Ge,0.00015,,,,
Wulik prospect,Germanium,Sedimentary exhalative Pb-Zn,68.19466177,-163.0567662,United States of America,Alaska,Ge,0.00015,,,,
Oak showing,Germanium,Sedimentary exhalative Pb-Zn,68.18419214,-163.0605733,United States of America,Alaska,Ge,0.00015,,,,
Su-Lik deposit,Germanium,Sedimentary exhalative Pb-Zn,68.11566367,-163.1700285,United States of America,Alaska,Ge,0.00015,,,,
Tramp Ridge area,Indium,Kipushi Zn-Pb-Cu,36.351872,-114.173401,United States of America,Nevada,In,0.000025,,,,
Gold Butte area,Indium,Kipushi Zn-Pb-Cu,36.272484,-114.186495,United States of America,Nevada,In,0.000025,,,,
Romotshidi,Indium,Volcanogenic Massive Sulfide,-23.98772995,30.50579175,South Africa,,In,0.000025,,,,
Solomons,Indium,Volcanogenic Massive Sulfide,-23.8899341,30.69281739,South Africa,,In,0.000025,,,,
Vatomandry-Area,Graphite,Crystalline Graphite,-19.341,48.945,Madagascar,,C,0.02,,,,
Rudny-Altai Area,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",50.4,81.3833333,Kazakhstan,,Ga,0.0019,,,,
Jiajika,Beryllium; Lithium,Pegmatite,30.289,101.284,China,,"Be, Li",null,,,,
Kamativi,Beryllium; Tin; Lithium,Pegmatite; Hydrothermal,-18.329,27.069,Zimbabwe,Matabeleland North Province,"Be, Sn, Li",null,,,,
Lac Tio,Titanium; Vanadium,Massif anorthosite; Vanadiferous Titanomagnetite,50.556,-63.414,Canada,,"Ti, V",null,,,,
Meggen,Barite; Gallium,Bedded-sedimentary; Ga in Clastic-dominated Pb-Zn,51.129,8.063,Germany,,"BaSO4, Ga",null,,,,
Moma,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-16.7,39.399,Mozambique,,"Ti, Zr, Hf",null,,,,
Motzfeldt,Beryllium; Niobium and Tantalum,Non-pegmatite; Alkaline granite and syenite,61.198,-44.996,Greenland,,"Be, Nb, Ta",null,,,,
Mount Isa,Gallium; Cobalt,Ga and Co in Clastic-dominated Pb-Zn,-20.57,139.472,Australia,,"Ga, Co",null,,,,
Olympic Dam,Cobalt; Tellurium,Iron oxide-Cu-Au(Ag-U-REE-Co-Ni),-30.433,136.878,Australia,,"Co, Te",null,,,,
Orsk,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",51.19,58.65,Russia,,Ga,0.0019,,,,
Pilgangoora,Beryllium; Lithium,Pegmatite,-21.071,118.902,Australia,,"Be, Li",null,,,,
Ranobe,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-22.95,43.669,Madagascar,,"Ti, Zr, Hf",null,,,,
Richards Bay,Titanium; Zirconium and Hafnium,Coastal placer or paleoplacer,-28.581,32.347,South Africa,,"Ti, Zr, Hf",null,,,,
Rosebery,Barite; Gallium,"Bedded-volcanic; Ga in Volcanogenic Massive Sulfide, Kuroko type",-41.774,145.539,Australia,,"BaSO4, Ga",null,,,,
Sargipali,Gallium,Ga in Clastic-dominated Pb-Zn,22.55833333,83.92138889,India,,Ga,0.0019,,,,
Selvag,Vanadium,Vanadiferous Titanomagnetite,68.655,15.004,Norway,,V,0.012,,,,
"Transkei (Xolobeni, Wave Crest)",Titanium,Sedimentary related,-31.167,30.118,South Africa,,Ti,0.565,,,,
Taskainar (Taskaynar),Fluorite,Tin-granite-related,43.1167,75.1167,Kazakhstan,,CaF2,null,,,,
Telluride,Tellurium,Te in Epithermal Au-Ag,37.95,-107.8,United States of America,Colorado,Te,0.0000001,,,,
"A–B chromitite, West Fork area",Platinum-Group Elements,Reef,45.38,-110.01,United States of America,Montana,PGE,null,,,,
Aganozero,Platinum-Group Elements,"Reef, chromitite",62.2,36.52,Russia,,PGE,null,,,,
Benbow,Platinum-Group Elements,Contact,45.36,-109.81,United States of America,Montana,PGE,null,,,,
Birch Lake (Twin Metals),Platinum-Group Elements,Contact,47.73,-91.8,United States of America,Minnesota,PGE,null,,,,
Boikgantsho Project,Platinum-Group Elements,Contact,-23.9,28.88,South Africa,,PGE,null,,,,
Bokai and Unki East (Main Sulphide  Zone),Platinum-Group Elements,"Reef, sulfide",-19.74,30.04,Zimbabwe,,PGE,null,,,,
Camp deposit,Platinum-Group Elements,Contact,45.41,-110.08,United States of America,Montana,PGE,null,,,,
Chernogorskoye deposit,Platinum-Group Elements,Conduit,69.15,88.27,Russia,,PGE,null,,,,
Gold zone,Platinum-Group Elements,"Reef, sulfide",68.19,-31.67,Greenland,,PGE,null,,,,
"Ivanhoe (Turfspruit, Rietfontein, Macalacaskop)",Platinum-Group Elements,Contact,-24.1,28.98,South Africa,,PGE,null,,,,
Kalplats Project,Platinum-Group Elements,"Reef, Ti-V layers",-26.31,24.86,South Africa,,PGE,null,,,,
Kilvenjärvi,Platinum-Group Elements,Contact,66.24,26.17,Finland,,PGE,null,,,,
Kilvenjoki,Platinum-Group Elements,Offset type contact,66.26,26.17,Finland,,PGE,null,,,,
Koivukivalonaapa,Platinum-Group Elements,Reef,66.25,26.2,Finland,,PGE,null,,,,
Konttijärvi,Platinum-Group Elements,Contact,66.12,25.98,Finland,,PGE,null,,,,
Lower Pseudo Reef,Platinum-Group Elements,"Reef, sulfide",-25.18,26.97,South Africa,,PGE,null,,,,
Maslovskoe deposit,Platinum-Group Elements,Conduit,69.2,88.04,Russia,,PGE,null,,,,
Maturi (Nokomis) (Twin Metals),Platinum-Group Elements,Contact,47.81,-91.73,United States of America,Minnesota,PGE,null,,,,
Merensky Reef,Platinum-Group Elements,"Reef, sulfide",-25.3,27.3,South Africa,,PGE,null,,,,
Mimosa (Main Sulphide Zone),Platinum-Group Elements,"Reef, sulfide",-20.3,29.81,Zimbabwe,,PGE,null,,,,
Mogalakwena Mine,Platinum-Group Elements,Contact,-24,28.95,South Africa,,PGE,null,,,,
Mokopane,Platinum-Group Elements,Contact,-24.14,29,South Africa,,PGE,null,,,,
Mouat,Platinum-Group Elements,Contact,45.38,-109.9,United States of America,Montana,PGE,null,,,,
Niittylampi,Platinum-Group Elements,Contact,66.1,26.2,Finland,,PGE,null,,,,
Northern Limb projects -  Aurora and Hacra,Platinum-Group Elements,Contact,-23.5,28.9,South Africa,,PGE,null,,,,
Northmet (Polymet),Platinum-Group Elements,Contact,47.62,-91.97,United States of America,Minnesota,PGE,null,,,,
Nutturalampi,Platinum-Group Elements,Contact,66.26,26.31,Finland,,PGE,null,,,,
Nye Basin,Platinum-Group Elements,Contact,45.37,-109.84,United States of America,Montana,PGE,null,,,,
Pudozhgorskoe,Platinum-Group Elements,"Reef, Ti-V layers",62.28,35.9,Russia,,PGE,null,,,,
Rocky Claim Group (Chrome Lake),Platinum-Group Elements,Contact,45.35,-109.8,United States of America,Montana,PGE,null,,,,
Rooiport,Platinum-Group Elements,Contact,-24.27,29.01,South Africa,,PGE,null,,,,
Shalozerskoe (Kuk Ruchi Zone),Platinum-Group Elements,"Reef, chromitite",62.1,36.47,Russia,,PGE,null,,,,
Sheba’s Ridge,Platinum-Group Elements,Contact,-25.32,29.36,South Africa,,PGE,null,,,,
Siika-Kämä (SK Reef),Platinum-Group Elements,"Reef, sulfide",66.22,26.48,Finland,,PGE,null,,,,
Suhanko,Platinum-Group Elements,Contact,66.1,26.09,Finland,,PGE,null,,,,
Talnakh ore field,Platinum-Group Elements,Conduit,69.53,88.45,Russia,,PGE,null,,,,
UG2,Platinum-Group Elements,"Reef, chromitite",-24.6,30,South Africa,,PGE,null,,,,
Upper Pseudo Reef,Platinum-Group Elements,"Reef, sulfide",-25.18,26.97,South Africa,,PGE,null,,,,
Vaaralampi,Platinum-Group Elements,Contact,66.1,26.18,Finland,,PGE,null,,,,
Volspruit project - North Pit Mines,Platinum-Group Elements,Contact,-24.35,28.95,South Africa,,PGE,null,,,,
War Springs,Platinum-Group Elements,Contact,-24.22,29.05,South Africa,,PGE,null,,,,
Western Panskoe,Platinum-Group Elements,"Reef, Sulfide",67.53,35.27,Russia,,PGE,null,,,,
Yli-Portimo,Platinum-Group Elements,Contact,66.13,26.17,Finland,,PGE,null,,,,
Zimplats Hartley Mine (Main Sulphide Zone),Platinum-Group Elements,"Reef, sulfide",-17.99,30.45,Zimbabwe,,PGE,null,,,,
Zimplats Ngezi Mine (Main Sulphide Zone),Platinum-Group Elements,"Reef, sulfide",-18.42,30.41,Zimbabwe,,PGE,null,,,,
Mission,Zirconium and Hafnium,Coastal placer or paleoplacer,31.033764,-81.967394,United States of America,Georgia,"Zr, Hf",null,,,,
Kragerø,Titanium,Albititic/metasomatized,58.86666667,9.416666667,Norway,,Ti,0.565,,,,
Pitinga,Gallium,Ga in Bauxite,-1.054,-59.797,Brazil,,Ga,0.0019,,,,
Nick,Vanadium,Shale-Hosted V,68.65,-135.25,Canada,,V,0.012,,,,
Kilvenlatvalampi,Platinum-Group Elements,Contact,66.25,26.27,Finland,,PGE,null,,,,
Moanda,Manganese,Secondary enrichment,-1.566667,13.283333,Gabon,,Mn,0.095,,,,
Kovdor,Zirconium and Hafnium,Igneous,67.55,30.5,Russia,Kola Peninsula,"Zr, Hf",null,,,,
Kadamzhai,Antimony,Sb-Hg,40.13153,71.71738,Kyrgyzstan,,Sb,0.00002,,,,
Maranda J,Indium,Volcanogenic Massive Sulfide,-24.01,30.42,South Africa,,In,0.000025,,,,
Kabwe,Gallium; Germanium,Ga in Clastic-dominated Pb-Zn; Ge in Kipushi Zn-Pb-Cu,-14.20652763,28.29706277,Zambia,,"Ga, Ge",null,,,,
Voznesenka and Pogranichny,Fluorite,Tin-granite-related; Felsic and intermediate intrusion-associated,44.1662,132.1922,Russia,,CaF2,null,,,,
Gejiu District,Tin,Hydrothermal; Felsic and intermediate intrusion-associated,23.33333333,103.3333333,China,Yunnan Province,Sn,0.00023,,,,
Emmaville-Torrington District,Beryllium,Felsic and intermediate intrusion-associated; Non-pegmatite,-29.333333,151.65,Australia,New South Wales,Be,0.00028,,,,
Ertzgebirge Region,Beryllium,Non-pegmatite; Felsic and intermediate intrusion-associated,50.654,12.984,Germany,,Be,0.00028,,,,
Krušné Hory,Beryllium,Felsic and intermediate intrusion-associated; Non-pegmatite,50.727,13.769,Czech Republic,,Be,0.00028,,,,
Shizhuyuan District,Fluorite,Tin-granite-related; Felsic and intermediate intrusion-associated,25.66,113.17,China,,CaF2,null,,,,
Pacific prime crust zone,Cobalt; Manganese,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,15,160,Pacific Ocean,,"Co, Mn",null,,,,
Maderia-Tore Rise (MTR),Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,36,-15,Atlantic Ocean,,Co,0.0025,,,,
La Paz,Rare-Earth Elements,Deposit type unclassified,34.14476295,-113.7920876,United States of America,Arizona,REE,null,,,,
Hsiang-tan,Manganese,Marine sedimentary,27.83,112.92,China,,Mn,0.095,,,,
Leiping,Manganese,Marine sedimentary,23.33,109.5,China,,Mn,0.095,,,,
Tsun-i,Manganese,Marine sedimentary,27.5,106.5,China,,Mn,0.095,,,,
Lofdal project,Rare-Earth Elements,Carbonatite,-20.3062,14.7057,Namibia,,REE,null,,,,
Mfima Hill,Rare-Earth Elements,Carbonatite,-4.4836,39.26,Kenya,,REE,null,,,,
Songwe Hill,Rare-Earth Elements,Carbonatite,-15.7019,35.836,Malawi,,REE,null,,,,
Chailag-Khem,Fluorite,Carbonatite-related F,51.9097,92.3972,Russia,,CaF2,null,,,,
Castel Giuliano-Pianciano,Fluorite,"Apparently conformable in tuffaceous, limy lacustrine sediments",42.067,12.1441,Italy,,CaF2,null,,,,
Bétic Cordillera region,Fluorite,Deposit type unclassified,36.8871,-2.6303,Spain,,CaF2,null,,,,
Kropfmühl-Cesky Krumlov,Graphite,Flake Graphite,48.8,14.32,Czech Republic,,C,0.02,,,,
Zavalyevskiy,Graphite,Flake Graphite,48.2,30.03,Ukraine,,C,0.02,,,,
Clay-Coosa-Chilton graphite district,Graphite,Flake and Crystalline Graphite,33.28,-85.84,United States of America,Alabama,C,0.02,,,,
Ahmavaara,Platinum-Group Elements,Contact,66.1,26.04,Finland,,PGE,null,,,,
Akanani (P1  and P2),Platinum-Group Elements,Contact,-23.97,28.85,South Africa,,PGE,null,,,,
Broken Hammer,Platinum-Group Elements,Offset type,46.77,-81.04,Canada,,PGE,null,,,,
Fedorovo,Platinum-Group Elements,Contact,67.51,35,Russia,,PGE,null,,,,
Parkin,Platinum-Group Elements,Offset type,46.83,-80.85,Canada,,PGE,null,,,,
"Platinometal horizon ""A""",Platinum-Group Elements,"Reef, chromitite",62.07,36.45,Russia,,PGE,null,,,,
Kibara pegmatite belt,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-2,28,Democratic Republic of the Congo,,"Nb, Ta",null,,,,
Nuweibi,Niobium and Tantalum,Rare-metal granite,25.2,34.5,Egypt,,"Nb, Ta",null,,,,
Tamazeght,Niobium and Tantalum,Alkaline granite and syenite,32.61,-4.53,Morocco,,"Nb, Ta",null,,,,
Muiane,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-15.74,38.25,Mozambique,,"Nb, Ta",null,,,,
Central Nigerian pegmatite belt,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,8,6,Nigeria,,"Nb, Ta",null,,,,
Pilanesberg,Niobium and Tantalum,Alkaline granite and syenite,-24.23,27.07,South Africa,,"Nb, Ta",null,,,,
Victorio Mountains,Beryllium,Carbonate-hosted epithermal Be,32.18777751,-108.0856719,United States of America,New Mexico,Be,0.00028,,,,
Hardshell Mine,Manganese,Deposit type unclassified,31.45708166,-110.7122157,United States of America,Arizona,Mn,0.095,,,,
Maggie Mine,Manganese,Deposit type unclassified,34.20916694,-111.3755561,United States of America,Arizona,Mn,0.095,,,,
Sunnyside Mine,Manganese,Deposit type unclassified,37.90305556,-107.6113889,United States of America,Colorado,Mn,0.095,,,,
Maple Mountain-Hovey Mountain,Manganese,Deposit type unclassified,46.39127255,-68.04000662,United States of America,Maine,Mn,0.095,,,,
Three Kids Mine,Manganese,Deposit type unclassified,36.08147275,-114.9115161,United States of America,Nevada,Mn,0.095,,,,
Hellroaring Creek,Beryllium,Deposit type unclassified,49.575,-116.1722222,Canada,British Columbia,Be,0.00028,,,,
Syerston,Platinum-Group Elements,Laterite,-32.76591214,147.4245177,Australia,New South Wales,PGE,null,,,,
San Juan and Atrato Rivers districts,Platinum-Group Elements,Deposit type unclassified,5.7013,-76.64974,Colombia,,PGE,null,,,,
Yubdo,Platinum-Group Elements,Deposit type unclassified,8.945213446,35.45400425,Ethiopia,,PGE,null,,,,
Fifield district,Platinum-Group Elements,Deposit type unclassified,-32.90023486,147.1993286,Australia,New South Wales,PGE,null,,,,
White Mountains,Titanium,Metasomatized aluminum-rich schist,37.62001531,-118.3177115,United States of America,California,Ti,0.565,,,,
Ship Island,Titanium,Beach (strandline) and (or) coastal dune,30.21056858,-88.96477398,United States of America,Mississippi,Ti,0.565,,,,
Escalante Mine,Titanium,Lithified paleo-placers (fluvial and [or] beach),37.68223671,-113.7182442,United States of America,Utah,Ti,0.565,,,,
Willis Mountain kyanite,Titanium,Metasomatized aluminum-rich schist,37.47717661,-78.46372177,United States of America,Virginia,Ti,0.565,,,,
Roseland District,Titanium,Albititic/metasomatized; Weathered anorthositic rocks,37.75,-79,United States of America,Virginia,Ti,0.565,,,,
Port Leyden Mine,Titanium,Fluvial,43.58561762,-75.35452098,United States of America,New York,Ti,0.565,,,,
Evergreen District,Titanium,Metasomatized aluminum-rich schist,39.61755735,-105.3560944,United States of America,Colorado,Ti,0.565,,,,
Ione,Titanium,Fluvial,38.35505529,-120.9764315,United States of America,California,Ti,0.565,,,,
Kamchatka,Platinum-Group Elements,Deposit type unclassified,60.19868499,162.7209767,Russia,,PGE,null,,,,
Noril'sk Talnakh area,Cobalt; Platinum-Group Elements; Tellurium,Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit,69.3570292,88.31118543,Russia,,"Co, PGE, Te",null,,,,
Oktyabr-sk,Platinum-Group Elements,Ni-Cu-PGE,69.52406736,88.33704224,Russia,,PGE,null,,,,
Komsolmosk Mine,Platinum-Group Elements,Ni-Cu-PGE,69.50622141,88.36940291,Russia,,PGE,null,,,,
Taimyrsky Mine,Platinum-Group Elements,Ni-Cu-PGE,69.54143743,88.38391762,Russia,,PGE,null,,,,
Skalisty Mine,Platinum-Group Elements,Ni-Cu-PGE,69.53572672,88.46838849,Russia,,PGE,null,,,,
Mayak Mine,Platinum-Group Elements,Ni-Cu-PGE,69.4855201,88.41818186,Russia,,PGE,null,,,,
Medvezhy Creek open pit,Platinum-Group Elements,Ni-Cu-PGE,69.27779315,88.17047997,Russia,,PGE,null,,,,
Zopolyarny Mine,Platinum-Group Elements,Ni-Cu-PGE,69.27874494,88.13240859,Russia,,PGE,null,,,,
Noril-sk II deposit,Platinum-Group Elements,Ni-Cu-PGE,69.27541369,88.31467531,Russia,,PGE,null,,,,
Sugraly,Rhenium,Roll-front sandstone U,41.644179,64.144326,Uzbekistan,,Re,0.00000007,,,,
Agarak,Rhenium,Porphyry Cu,38.92194444,46.18833333,Armenia,,Re,0.00000007,,,,
Ajax West,Rhenium,Porphyry Cu,50.61416667,-120.5308333,Canada,,Re,0.00000007,,,,
Aksug,Rhenium,Porphyry Cu,53.43333333,96.66666667,Russia,,Re,0.00000007,,,,
Aktogai (Aktogay),Rhenium,Porphyry Cu-Mo,46.93333333,79.96666667,Kazakhstan,,Re,0.00000007,,,,
Berg,Rhenium,Porphyry Cu-Mo,53.80361111,-127.435,Canada,,Re,0.00000007,,,,
Bethlehem,Rhenium,Porphyry Cu-Mo,50.49416667,-120.9966667,Canada,,Re,0.00000007,,,,
Borly,Rhenium,Porphyry Cu,47.50194444,74.08333333,Kazakhstan,,Re,0.00000007,,,,
Boschekul,Rhenium,Porphyry Cu-Mo,51.81666667,74.18333333,Kazakhstan,,Re,0.00000007,,,,
Brenda,Rhenium,Porphyry Cu-Mo,49.87777778,-120.0055556,Canada,,Re,0.00000007,,,,
Bronson Slope,Rhenium,Porphyry Cu-Au,56.66666667,-131.0925,Canada,,Re,0.00000007,,,,
Cananea,Rhenium,Porphyry Cu,30.95416667,-110.3166667,Mexico,,Re,0.00000007,,,,
Casino,Rhenium,Porphyry Cu,62.73611111,-138.8291667,Canada,,Re,0.00000007,,,,
Castle Dome (Pinto Valley),Rhenium,Porphyry Cu-Au,33.4,-110.95,United States of America,Arizona,Re,0.00000007,,,,
Collahuasi,Rhenium,Porphyry Cu-Mo,-20.96305556,-68.70833333,Chile,,Re,0.00000007,,,,
Copper Creek,Rhenium,Porphyry Cu,32.75,-110.48,United States of America,Arizona,Re,0.00000007,,,,
Cuajone,Rhenium,Porphyry Cu,-17.04555556,-70.70722222,Peru,,Re,0.00000007,,,,
Cuatro Hermanos,Rhenium,Porphyry Cu,28.38611111,-109.6569444,Mexico,,Re,0.00000007,,,,
Cumobabi,Rhenium,Porphyry Cu-Mo,29.8725,-109.9619444,Mexico,,Re,0.00000007,,,,
Dastakert,Rhenium,Porphyry Cu,39.375,46.02277778,Armenia,,Re,0.00000007,,,,
Duobaoshan,Rhenium,Porphyry Cu,50.16666667,125.6922222,China,,Re,0.00000007,,,,
Erdenet (Erdenetuin-Obo),Rhenium,Porphyry Cu,49,104.1333333,Mongolia,,Re,0.00000007,,,,
Gibraltar,Rhenium,Porphyry Cu,52.51805556,-122.2875,Canada,,Re,0.00000007,,,,
Granisle (or Bell),Rhenium,Porphyry Cu,54.94638889,-126.1566667,Canada,,Re,0.00000007,,,,
Highmont West Pit,Rhenium,Porphyry Cu-Mo,50.43277778,-120.9205556,Canada,,Re,0.00000007,,,,
Hushamu,Rhenium,Porphyry Cu-Au,50.67527778,-127.8580556,Canada,,Re,0.00000007,,,,
Ingerbelle (or Similco),Rhenium,Porphyry Cu-Au,49.3394,-120.5561,Canada,,Re,0.00000007,,,,
Island Copper,Rhenium,Porphyry Cu,50.6,-127.4777778,Canada,,Re,0.00000007,,,,
Kemess South,Rhenium,Cu-Au,57.00583333,-126.7508333,Canada,,Re,0.00000007,,,,
Lomex,Rhenium,Porphyry Cu-Mo,50.45027778,-121.0430556,Canada,,Re,0.00000007,,,,
Machangqing,Rhenium,Porphyry Cu-Au,25.66666667,100.5,China,,Re,0.00000007,,,,
Maggie,Rhenium,Porphyry Cu-Mo,50.92388889,-121.4211111,Canada,,Re,0.00000007,,,,
Majdanpek,Rhenium,Porphyry Cu-Au,44.38333333,21.95,Serbia,,Re,0.00000007,,,,
